"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.312826462E1,-2.933898926E-2,1.856140137E-2,9.828860779E0,9.828922093E0
4.313827362E1,-2.754272461E-2,1.616638184E-2,9.831555176E0,9.831607047E0
4.314828262E1,-2.365081787E-2,1.167572021E-2,9.832602997E0,9.832638373E0
4.315829062E1,-2.963836670E-2,1.377136230E-2,9.838889923E0,9.838944202E0
4.316829962E1,-2.574645996E-2,6.586303711E-3,9.831405487E0,9.831441406E0
4.317830862E1,-2.694396973E-2,1.631607056E-2,9.822424164E0,9.822474670E0
4.318831762E1,-4.355941772E-2,1.107696533E-2,9.826465759E0,9.826568549E0
4.319832662E1,-3.951782227E-2,1.167572021E-2,9.829908600E0,9.829994968E0
4.320833563E1,-2.634521484E-2,5.388793945E-3,9.835147705E0,9.835184467E0
4.321834462E1,-3.023712158E-2,1.332229614E-2,9.836345215E0,9.836400711E0
4.322835362E1,-2.409988403E-2,1.661544800E-2,9.830806732E0,9.830850313E0
4.323836362E1,-3.502716064E-2,1.182540894E-2,9.833650818E0,9.833720311E0
4.324837262E1,-3.667373657E-2,1.197509766E-2,9.829309845E0,9.829385555E0
4.325838262E1,-3.323089600E-2,1.826202393E-2,9.828711090E0,9.828784232E0
4.326839162E1,-3.233276367E-2,1.481918335E-2,9.817783813E0,9.817848238E0
4.327840163E1,-3.442840576E-2,6.885681152E-3,9.833950195E0,9.834012872E0
4.328841062E1,-3.308120728E-2,1.272354126E-2,9.832902374E0,9.832966254E0
4.329841962E1,-3.592529297E-2,1.302291870E-2,9.824519806E0,9.824594121E0
4.330842862E1,-2.664459229E-2,1.781295776E-2,9.827064514E0,9.827116780E0
4.331843762E1,-2.888992310E-2,1.122665405E-2,9.832153931E0,9.832202784E0
4.332844662E1,-4.251159668E-2,1.392105103E-2,9.827513580E0,9.827615387E0
4.333845479E1,-3.577560425E-2,2.155517578E-2,9.824968872E0,9.825057652E0
4.334846279E1,-3.278182983E-2,1.826202393E-2,9.827214203E0,9.827285848E0
4.335847079E1,-3.263214111E-2,1.526824951E-2,9.832602997E0,9.832669000E0
4.336847979E1,-3.472778320E-2,9.131011963E-3,9.840835876E0,9.840901389E0
4.337848779E1,-3.083587646E-2,1.451980591E-2,9.838291168E0,9.838350207E0
4.338849679E1,-3.382965088E-2,8.232879639E-3,9.833052063E0,9.833113703E0
4.339850479E1,-3.502716064E-2,1.930984497E-2,9.824220428E0,9.824301848E0
4.340851279E1,-2.544708252E-2,1.511856079E-2,9.819430389E0,9.819475001E0
4.341852179E1,-3.248245239E-2,1.437011719E-2,9.830956421E0,9.831020586E0
4.342853079E1,-3.397933960E-2,2.993774414E-3,9.833501129E0,9.833560292E0
4.343853979E1,-3.397933960E-2,1.137634277E-2,9.832602997E0,9.832668290E0
4.344854879E1,-2.380050659E-2,1.601669312E-2,9.833501129E0,9.833542976E0
4.345855779E1,-2.918930054E-2,5.538482666E-3,9.825717316E0,9.825762233E0
4.346856679E1,-3.412902832E-2,1.451980591E-2,9.834998016E0,9.835067951E0
4.347857579E1,-3.023712158E-2,7.634124756E-3,9.839338989E0,9.839388411E0
4.348858479E1,-3.517684937E-2,1.317260742E-2,9.836045837E0,9.836117559E0
4.349859379E1,-3.098556519E-2,1.347198486E-2,9.833800507E0,9.833858551E0
4.350860379E1,-2.948867798E-2,1.257385254E-2,9.831555176E0,9.831607440E0
4.351861279E1,-3.727249146E-2,1.721420288E-2,9.827962646E0,9.828048400E0
4.352862379E1,-3.038681030E-2,1.781295776E-2,9.821825409E0,9.821888567E0
4.353863379E1,-3.592529297E-2,1.182540894E-2,9.828112335E0,9.828185109E0
4.354864379E1,-3.158432007E-2,7.484436035E-3,9.833052063E0,9.833105637E0
4.355865379E1,-3.083587646E-2,1.017883301E-2,9.823022919E0,9.823076591E0
4.356866379E1,-2.769241333E-2,1.811233521E-2,9.831555176E0,9.831610860E0
4.357867379E1,-3.293151855E-2,1.407073975E-2,9.822723541E0,9.822788822E0
4.358868379E1,-3.083587646E-2,7.185058594E-3,9.831405487E0,9.831456470E0
4.359869379E1,-2.769241333E-2,1.212478638E-2,9.838590546E0,9.838636989E0
4.360870279E1,-3.203338623E-2,1.032852173E-2,9.826166382E0,9.826224025E0
4.361871179E1,-3.847000122E-2,1.631607056E-2,9.846224670E0,9.846313341E0
4.362872179E1,-2.484832764E-2,2.350112915E-2,9.835297394E0,9.835356860E0
4.363873079E1,-2.769241333E-2,1.886077881E-2,9.836794281E0,9.836851342E0
4.364874079E1,-2.769241333E-2,1.317260742E-2,9.823322296E0,9.823370161E0
4.365874979E1,-2.829116821E-2,5.837860107E-3,9.827812958E0,9.827855412E0
4.366875879E1,-3.382965088E-2,1.167572021E-2,9.823921051E0,9.823986237E0
4.367876879E1,-3.263214111E-2,1.631607056E-2,9.833052063E0,9.833119746E0
4.368877779E1,-3.218307495E-2,8.981323242E-3,9.830357666E0,9.830414450E0
4.369878679E1,-3.906875610E-2,1.017883301E-2,9.829609222E0,9.829692134E0
4.370879579E1,-3.128494263E-2,2.155517578E-2,9.835896149E0,9.835969521E0
4.371880579E1,-2.918930054E-2,1.631607056E-2,9.823022919E0,9.823079837E0
4.372881579E1,-3.712280273E-2,6.735992432E-3,9.833351440E0,9.833423820E0
4.373882579E1,-3.727249146E-2,2.050735474E-2,9.837692413E0,9.837784395E0
4.374883479E1,-2.799179077E-2,4.340972900E-3,9.841135254E0,9.841176021E0
4.375884379E1,-2.724334717E-2,5.239105225E-3,9.834548950E0,9.834588080E0
4.376885279E1,-3.173400879E-2,1.631607056E-2,9.837692413E0,9.837757127E0
4.377886279E1,-3.158432007E-2,8.532257080E-3,9.823621674E0,9.823676153E0
4.378887179E1,-2.844085693E-2,1.182540894E-2,9.836794281E0,9.836842504E0
4.379888179E1,-3.487747192E-2,7.634124756E-3,9.832602997E0,9.832667818E0
4.380889179E1,-2.724334717E-2,1.631607056E-2,9.835746460E0,9.835797723E0
4.381890079E1,-2.799179077E-2,1.466949463E-2,9.832902374E0,9.832953159E0
4.382891079E1,-3.936813354E-2,1.736389160E-2,9.822274475E0,9.822368717E0
4.383891979E1,-3.338058472E-2,1.032852173E-2,9.826166382E0,9.826228509E0
4.384892979E1,-2.679428101E-2,1.182540894E-2,9.834998016E0,9.835041624E0
4.385893879E1,-3.772155762E-2,1.092727661E-2,9.834698639E0,9.834777051E0
4.386894879E1,-3.023712158E-2,1.751358032E-2,9.836345215E0,9.836407281E0
4.387895879E1,-3.382965088E-2,1.032852173E-2,9.844278717E0,9.844342263E0
4.388896879E1,-2.754272461E-2,1.511856079E-2,9.833201752E0,9.833251947E0
4.389897779E1,-3.278182983E-2,1.736389160E-2,9.820029144E0,9.820099213E0
4.390898779E1,-3.472778320E-2,1.511856079E-2,9.831854553E0,9.831927509E0
4.391899779E1,-2.963836670E-2,1.706451416E-2,9.839189301E0,9.839248738E0
4.392900779E1,-3.158432007E-2,1.227447510E-2,9.837093658E0,9.837152021E0
4.393901679E1,-3.203338623E-2,4.490661621E-3,9.824070740E0,9.824123992E0
4.394902579E1,-2.574645996E-2,1.002914429E-2,9.830357666E0,9.830396498E0
4.395903479E1,-2.409988403E-2,2.200424194E-2,9.834399261E0,9.834453408E0
4.396904379E1,-3.113525391E-2,1.496887207E-2,9.828112335E0,9.828173052E0
4.397905279E1,-3.712280273E-2,1.032852173E-2,9.835896149E0,9.835971626E0
4.398906179E1,-3.592529297E-2,1.691482544E-2,9.830507355E0,9.830587551E0
4.399907179E1,-3.397933960E-2,1.317260742E-2,9.832153931E0,9.832221470E0
4.400908079E1,-3.248245239E-2,1.332229614E-2,9.832153931E0,9.832216612E0
4.401909079E1,-3.697311401E-2,1.272354126E-2,9.829609222E0,9.829686992E0
4.402909979E1,-3.143463135E-2,1.092727661E-2,9.843530273E0,9.843586531E0
4.403910879E1,-2.739303589E-2,1.481918335E-2,9.831854553E0,9.831903882E0
4.404911879E1,-3.382965088E-2,1.152603149E-2,9.824220428E0,9.824285436E0
4.405912779E1,-3.128494263E-2,8.681945801E-3,9.831854553E0,9.831908161E0
4.406913679E1,-2.634521484E-2,1.272354126E-2,9.837692413E0,9.837735917E0
4.407914579E1,-3.323089600E-2,1.511856079E-2,9.840985565E0,9.841053285E0
4.408915479E1,-3.158432007E-2,1.975891113E-2,9.827812958E0,9.827883573E0
4.409916379E1,-2.933898926E-2,2.754272461E-2,9.819280701E0,9.819363159E0
4.410917379E1,-3.008743286E-2,1.242416382E-2,9.831255798E0,9.831309688E0
4.411918279E1,-2.948867798E-2,1.092727661E-2,9.831704865E0,9.831755160E0
4.412919279E1,-2.739303589E-2,2.754272461E-2,9.831255798E0,9.831332542E0
4.413920179E1,-3.517684937E-2,1.227447510E-2,9.825417938E0,9.825488575E0
4.414921179E1,-3.323089600E-2,5.538482666E-3,9.831405487E0,9.831463208E0
4.415922079E1,-3.233276367E-2,1.736389160E-2,9.837243347E0,9.837311807E0
4.416923079E1,-3.457809448E-2,1.317260742E-2,9.834099884E0,9.834169497E0
4.417923979E1,-2.694396973E-2,9.131011963E-3,9.833650818E0,9.833691970E0
4.418924879E1,-3.592529297E-2,1.496887207E-2,9.831854553E0,9.831931583E0
4.419925779E1,-2.903961182E-2,1.257385254E-2,9.821376343E0,9.821427323E0
4.420926679E1,-2.694396973E-2,1.886077881E-2,9.825118561E0,9.825173609E0
4.421927679E1,-3.577560425E-2,1.811233521E-2,9.834399261E0,9.834481012E0
4.422928579E1,-3.547622681E-2,1.347198486E-2,9.827214203E0,9.827287471E0
4.423929479E1,-3.412902832E-2,5.388793945E-3,9.825118561E0,9.825179315E0
4.424930379E1,-3.742218018E-2,1.107696533E-2,9.829758911E0,9.829836386E0
4.425931279E1,-2.380050659E-2,1.871109009E-2,9.823022919E0,9.823069573E0
4.426932179E1,-2.769241333E-2,8.532257080E-3,9.827812958E0,9.827855677E0
4.427933079E1,-3.248245239E-2,1.032852173E-2,9.835746460E0,9.835805519E0
4.428934079E1,-3.397933960E-2,2.395019531E-2,9.824819183E0,9.824907134E0
4.429934979E1,-3.023712158E-2,1.766326904E-2,9.837692413E0,9.837754738E0
4.430935879E1,-3.412902832E-2,2.065704346E-2,9.831255798E0,9.831336739E0
4.431936779E1,-3.412902832E-2,1.212478638E-2,9.842183075E0,9.842249716E0
4.432937779E1,-2.933898926E-2,2.065704346E-2,9.838440857E0,9.838506288E0
4.433939075E1,-3.772155762E-2,1.766326904E-2,9.829758911E0,9.829847158E0
4.434940075E1,-3.712280273E-2,7.334747314E-3,9.827363892E0,9.827436744E0
4.435940975E1,-3.472778320E-2,1.047821045E-2,9.826316071E0,9.826383024E0
4.436941875E1,-2.814147949E-2,1.272354126E-2,9.834698639E0,9.834747132E0
4.437942775E1,-3.367996216E-2,2.260299683E-2,9.842781830E0,9.842865405E0
4.438943675E1,-3.083587646E-2,1.451980591E-2,9.830207977E0,9.830267064E0
4.439944675E1,-2.963836670E-2,1.541793823E-2,9.825118561E0,9.825175361E0
4.440945675E1,-2.918930054E-2,9.580078125E-3,9.831854553E0,9.831902550E0
4.441946575E1,-2.335144043E-2,1.766326904E-2,9.818532257E0,9.818575913E0
4.442947475E1,-2.200424194E-2,1.796264648E-2,9.835447083E0,9.835488100E0
4.443948475E1,-3.637435913E-2,1.197509766E-2,9.829010468E0,9.829085068E0
4.444949375E1,-2.664459229E-2,1.856140137E-2,9.818981323E0,9.819035018E0
4.445950375E1,-2.574645996E-2,1.392105103E-2,9.825118561E0,9.825162157E0
4.446951275E1,-2.963836670E-2,1.197509766E-2,9.834998016E0,9.835049965E0
4.447952075E1,-3.472778320E-2,2.170486450E-2,9.839039612E0,9.839124839E0
4.448953075E1,-3.607498169E-2,1.646575928E-2,9.826765137E0,9.826845149E0
4.449953875E1,-3.218307495E-2,1.047821045E-2,9.827363892E0,9.827422175E0
4.450954775E1,-3.353027344E-2,1.347198486E-3,9.825417938E0,9.825475243E0
4.451955675E1,-2.814147949E-2,1.242416382E-2,9.834698639E0,9.834746749E0
4.452956575E1,-2.948867798E-2,9.729766846E-3,9.834399261E0,9.834448286E0
4.453957575E1,-2.993774414E-2,1.287322998E-2,9.837393036E0,9.837447013E0
4.454958475E1,-2.948867798E-2,9.580078125E-3,9.825567627E0,9.825616548E0
4.455959275E1,-3.382965088E-2,1.182540894E-2,9.819729767E0,9.819795160E0
4.456960175E1,-3.308120728E-2,1.466949463E-2,9.821376343E0,9.821443011E0
4.457961175E1,-2.514770508E-2,1.032852173E-2,9.822274475E0,9.822312098E0
4.458962075E1,-3.203338623E-2,1.871109009E-2,9.824819183E0,9.824889222E0
4.459962975E1,-3.607498169E-2,1.466949463E-2,9.838141479E0,9.838218557E0
4.460963875E1,-3.233276367E-2,1.526824951E-2,9.833201752E0,9.833266762E0
4.461964675E1,-3.023712158E-2,1.047821045E-2,9.840536499E0,9.840588532E0
4.462965575E1,-2.963836670E-2,1.227447510E-2,9.836494904E0,9.836547213E0
4.463966375E1,-3.023712158E-2,1.272354126E-2,9.828561401E0,9.828616148E0
4.464967275E1,-3.472778320E-2,1.272354126E-2,9.839189301E0,9.839258814E0
4.465968075E1,-3.397933960E-2,1.631607056E-2,9.828711090E0,9.828783368E0
4.466968975E1,-3.218307495E-2,1.017883301E-2,9.829609222E0,9.829667178E0
4.467969875E1,-3.218307495E-2,1.362167358E-2,9.824220428E0,9.824282586E0
4.468970675E1,-2.230361938E-2,2.050735474E-2,9.826615448E0,9.826662158E0
4.469971675E1,-3.382965088E-2,8.831634521E-3,9.831555176E0,9.831617345E0
4.470972575E1,-3.397933960E-2,1.137634277E-2,9.845326538E0,9.845391747E0
4.471973375E1,-2.859054565E-2,9.131011963E-3,9.827363892E0,9.827409722E0
4.472974275E1,-3.023712158E-2,1.601669312E-2,9.834548950E0,9.834608476E0
4.473975175E1,-3.233276367E-2,2.125579834E-2,9.836794281E0,9.836870384E0
4.474976075E1,-3.517684937E-2,7.634124756E-3,9.834399261E0,9.834465137E0
4.475976975E1,-2.859054565E-2,1.437011719E-2,9.831106110E0,9.831158185E0
4.476977775E1,-2.903961182E-2,9.280700684E-3,9.835746460E0,9.835793707E0
4.477978675E1,-3.248245239E-2,8.981323242E-3,9.817634125E0,9.817691968E0
4.478979575E1,-3.098556519E-2,1.526824951E-2,9.827962646E0,9.828023352E0
4.479980475E1,-2.874023438E-2,1.212478638E-2,9.828561401E0,9.828610900E0
4.480981275E1,-2.829116821E-2,1.526824951E-2,9.827513580E0,9.827566163E0
4.481982075E1,-3.038681030E-2,1.721420288E-2,9.835447083E0,9.835509087E0
4.482982975E1,-3.308120728E-2,1.392105103E-2,9.824519806E0,9.824585364E0
4.483983775E1,-3.457809448E-2,1.930984497E-2,9.832902374E0,9.832982132E0
4.484984675E1,-3.218307495E-2,1.437011719E-2,9.834249573E0,9.834312732E0
4.485985575E1,-4.296066284E-2,5.987548828E-3,9.829459534E0,9.829555239E0
4.486986575E1,-3.367996216E-2,7.933502197E-3,9.825417938E0,9.825478866E0
4.487987375E1,-2.544708252E-2,1.661544800E-2,9.819280701E0,9.819327732E0
4.488988275E1,-2.365081787E-2,5.837860107E-3,9.823471985E0,9.823502190E0
4.489989175E1,-3.158432007E-2,1.197509766E-2,9.830507355E0,9.830565387E0
4.490990075E1,-2.963836670E-2,8.382568359E-3,9.831854553E0,9.831902799E0
4.491990875E1,-2.844085693E-2,1.077758789E-2,9.832902374E0,9.832949412E0
4.492991775E1,-2.874023438E-2,1.481918335E-2,9.830956421E0,9.831009600E0
4.493992775E1,-2.933898926E-2,1.676513672E-2,9.839638367E0,9.839696389E0
4.494993675E1,-3.457809448E-2,1.721420288E-2,9.834548950E0,9.834624804E0
4.495994475E1,-3.128494263E-2,1.930984497E-2,9.836794281E0,9.836862983E0
4.496995375E1,-2.799179077E-2,2.365081787E-2,9.830956421E0,9.831024720E0
4.497996275E1,-2.559677124E-2,1.481918335E-2,9.832004242E0,9.832048729E0
4.498997175E1,-2.993774414E-2,9.131011963E-3,9.821675720E0,9.821725592E0
4.499998075E1,-3.607498169E-2,5.538482666E-3,9.832004242E0,9.832071984E0
4.500998975E1,-2.649490356E-2,1.466949463E-2,9.841584320E0,9.841630917E0
4.501999875E1,-2.948867798E-2,1.481918335E-2,9.824968872E0,9.825024302E0
4.503000775E1,-3.233276367E-2,1.871109009E-2,9.819879456E0,9.819950511E0
4.504001675E1,-3.098556519E-2,1.511856079E-2,9.832902374E0,9.832962818E0
4.505002575E1,-3.218307495E-2,1.407073975E-2,9.831106110E0,9.831168856E0
4.506003475E1,-2.484832764E-2,1.646575928E-2,9.833052063E0,9.833097245E0
4.507004375E1,-3.143463135E-2,1.526824951E-2,9.826765137E0,9.826827276E0
4.508005275E1,-3.577560425E-2,1.451980591E-2,9.841584320E0,9.841660055E0
4.509006175E1,-3.936813354E-2,2.155517578E-2,9.827513580E0,9.827616071E0
4.510007075E1,-2.469863892E-2,1.287322998E-2,9.834848328E0,9.834887766E0
4.511007875E1,-3.338058472E-2,9.131011963E-3,9.821825409E0,9.821886377E0
4.512008675E1,-2.814147949E-2,1.945953369E-2,9.833052063E0,9.833111587E0
4.513009575E1,-3.203338623E-2,1.272354126E-2,9.839338989E0,9.839399360E0
4.514010375E1,-3.382965088E-2,4.191284180E-3,9.828860779E0,9.828919891E0
4.515011275E1,-3.562591553E-2,8.532257080E-3,9.833351440E0,9.833419678E0
4.516012175E1,-3.278182983E-2,8.382568359E-3,9.834998016E0,9.835056222E0
4.517012975E1,-3.188369751E-2,1.212478638E-2,9.820927277E0,9.820986516E0
4.518013875E1,-2.948867798E-2,1.092727661E-2,9.827812958E0,9.827863273E0
4.519014775E1,-3.353027344E-2,8.681945801E-3,9.835447083E0,9.835508069E0
4.520015675E1,-2.978805542E-2,4.939727783E-3,9.827363892E0,9.827410279E0
4.521016475E1,-2.634521484E-2,1.437011719E-2,9.812694397E0,9.812740285E0
4.522017375E1,-2.769241333E-2,1.751358032E-2,9.829309845E0,9.829364457E0
4.523018275E1,-3.427871704E-2,8.532257080E-3,9.824370117E0,9.824433624E0
4.524019175E1,-2.634521484E-2,1.197509766E-2,9.833501129E0,9.833543712E0
4.525020075E1,-1.631607056E-2,1.317260742E-2,9.832453308E0,9.832475669E0
4.526020875E1,-3.412902832E-2,1.092727661E-2,9.835297394E0,9.835362679E0
4.527021775E1,-3.203338623E-2,1.092727661E-2,9.833501129E0,9.833559376E0
4.528022675E1,-2.754272461E-2,3.891906738E-3,9.824519806E0,9.824559184E0
4.529023475E1,-2.290237427E-2,1.197509766E-2,9.835596771E0,9.835630725E0
4.530024375E1,-3.053649902E-2,1.032852173E-2,9.840835876E0,9.840888674E0
4.531025275E1,-3.607498169E-2,7.035369873E-3,9.836045837E0,9.836114508E0
4.532026175E1,-2.799179077E-2,8.232879639E-3,9.827064514E0,9.827107829E0
4.533027075E1,-3.682342529E-2,1.721420288E-2,9.831704865E0,9.831788893E0
4.534027467E1,-3.203338623E-2,1.571731567E-2,9.837692413E0,9.837757122E0
4.535028467E1,-3.532653809E-2,9.131011963E-3,9.839338989E0,9.839406643E0
4.536029367E1,-2.859054565E-2,5.239105225E-3,9.835447083E0,9.835490033E0
4.537030267E1,-3.263214111E-2,1.212478638E-2,9.831704865E0,9.831766495E0
4.538031167E1,-3.038681030E-2,1.302291870E-2,9.837692413E0,9.837747963E0
4.539032067E1,-4.056564331E-2,4.041595459E-3,9.824819183E0,9.824903760E0
4.540032967E1,-3.502716064E-2,7.035369873E-3,9.834099884E0,9.834164780E0
4.541033867E1,-2.799179077E-2,1.287322998E-2,9.850266266E0,9.850314450E0
4.542034767E1,-2.799179077E-2,1.766326904E-2,9.835147705E0,9.835203400E0
4.543035667E1,-2.903961182E-2,1.916015625E-2,9.837991791E0,9.838053308E0
4.544036467E1,-3.008743286E-2,1.377136230E-2,9.818083191E0,9.818138950E0
4.545037367E1,-2.918930054E-2,1.481918335E-2,9.827363892E0,9.827418414E0
4.546038267E1,-3.562591553E-2,7.334747314E-3,9.829908600E0,9.829975894E0
4.547039167E1,-2.948867798E-2,8.831634521E-3,9.830058289E0,9.830106487E0
4.548040167E1,-3.218307495E-2,1.167572021E-2,9.826765137E0,9.826824773E0
4.549041067E1,-3.427871704E-2,1.871109009E-2,9.827962646E0,9.828040238E0
4.550041967E1,-3.592529297E-2,1.496887207E-2,9.826465759E0,9.826542831E0
4.551042767E1,-2.634521484E-2,1.601669312E-2,9.834249573E0,9.834297904E0
4.552043567E1,-3.158432007E-2,1.317260742E-2,9.832153931E0,9.832213484E0
4.553044467E1,-3.338058472E-2,4.340972900E-3,9.832902374E0,9.832959992E0
4.554045267E1,-3.083587646E-2,1.496887207E-2,9.829758911E0,9.829818674E0
4.555046167E1,-3.757186890E-2,1.451980591E-2,9.812544708E0,9.812627381E0
4.556046967E1,-2.844085693E-2,2.395019531E-2,9.841284943E0,9.841355182E0
4.557047867E1,-2.664459229E-2,1.122665405E-2,9.831106110E0,9.831148626E0
4.558048767E1,-2.963836670E-2,1.466949463E-2,9.824519806E0,9.824575464E0
4.559049467E1,-4.161346436E-2,1.152603149E-2,9.842632141E0,9.842726858E0
4.560050267E1,-2.469863892E-2,7.334747314E-3,9.802964630E0,9.802998488E0
4.561051067E1,-4.071533203E-2,1.796264648E-2,9.838440857E0,9.838541502E0
4.562051867E1,-3.532653809E-2,1.646575928E-2,9.826166382E0,9.826243680E0
4.563052767E1,-2.844085693E-2,6.436614990E-3,9.830357666E0,9.830400915E0
4.564053667E1,-4.071533203E-2,7.035369873E-3,9.842183075E0,9.842269805E0
4.565054467E1,-2.948867798E-2,1.197509766E-2,9.812544708E0,9.812596325E0
4.566055367E1,-2.350112915E-2,6.586303711E-3,9.822124786E0,9.822155110E0
4.567056267E1,-3.293151855E-2,1.167572021E-2,9.830956421E0,9.831018511E0
4.568057067E1,-3.382965088E-2,1.676513672E-2,9.821526031E0,9.821598602E0
4.569057967E1,-3.517684937E-2,6.137237549E-3,9.845476227E0,9.845540981E0
4.570058767E1,-2.814147949E-2,9.430389404E-3,9.835596771E0,9.835641551E0
4.571059567E1,-3.278182983E-2,1.227447510E-2,9.822124786E0,9.822187161E0
4.572060467E1,-3.607498169E-2,9.430389404E-3,9.825268250E0,9.825339002E0
4.573061367E1,-2.230361938E-2,1.511856079E-2,9.831704865E0,9.831741787E0
4.574062167E1,-3.173400879E-2,2.245330811E-2,9.830806732E0,9.830883592E0
4.575063067E1,-2.859054565E-2,1.661544800E-2,9.824070740E0,9.824126393E0
4.576063967E1,-3.038681030E-2,1.062789917E-2,9.809700623E0,9.809753443E0
4.577064867E1,-3.263214111E-2,1.781295776E-2,9.831405487E0,9.831475780E0
4.578065667E1,-2.604583740E-2,8.681945801E-3,9.824070740E0,9.824109103E0
4.579066567E1,-3.592529297E-2,1.047821045E-2,9.835896149E0,9.835967338E0
4.580067467E1,-3.293151855E-2,9.879455566E-3,9.849368134E0,9.849428142E0
4.581068367E1,-2.754272461E-2,1.556762695E-2,9.820029144E0,9.820080109E0
4.582069267E1,-2.739303589E-2,-0.000000000E0,9.833052063E0,9.833090219E0
4.583070167E1,-3.323089600E-2,1.242416382E-2,9.829908600E0,9.829972621E0
4.584071067E1,-2.933898926E-2,1.571731567E-2,9.833501129E0,9.833557457E0
4.585071967E1,-3.263214111E-2,1.706451416E-2,9.847871246E0,9.847940096E0
4.586072867E1,-3.038681030E-2,6.885681152E-3,9.823172607E0,9.823222020E0
4.587073767E1,-3.742218018E-2,1.661544800E-2,9.821825409E0,9.821910754E0
4.588074667E1,-2.829116821E-2,1.960922241E-2,9.827812958E0,9.827873241E0
4.589075567E1,-2.484832764E-2,1.811233521E-2,9.832153931E0,9.832202012E0
4.590076467E1,-2.918930054E-2,1.122665405E-2,9.832153931E0,9.832203668E0
4.591077467E1,-4.146377563E-2,2.140548706E-2,9.828262024E0,9.828372798E0
4.592078367E1,-4.311035156E-2,1.646575928E-2,9.827812958E0,9.827921304E0
4.593079367E1,-3.068618774E-2,1.916015625E-2,9.829758911E0,9.829825482E0
4.594080267E1,-3.562591553E-2,1.392105103E-2,9.822723541E0,9.822798011E0
4.595081167E1,-2.275268555E-2,9.430389404E-3,9.842183075E0,9.842213892E0
4.596082167E1,-2.589614868E-2,1.182540894E-2,9.835297394E0,9.835338595E0
4.597083067E1,-3.323089600E-2,1.347198486E-2,9.830657043E0,9.830722440E0
4.598083967E1,-3.293151855E-2,1.332229614E-2,9.823921051E0,9.823985280E0
4.599084867E1,-2.499801636E-2,1.137634277E-2,9.821226654E0,9.821265057E0
4.600085767E1,-2.709365845E-2,1.721420288E-2,9.834998016E0,9.835050400E0
4.601086767E1,-2.859054565E-2,8.232879639E-3,9.833950195E0,9.833995203E0
4.602087667E1,-3.981719971E-2,1.092727661E-2,9.826166382E0,9.826253130E0
4.603088567E1,-3.218307495E-2,1.152603149E-2,9.839338989E0,9.839398373E0
4.604089567E1,-3.936813354E-2,1.601669312E-2,9.817035370E0,9.817127372E0
4.605090467E1,-3.622467041E-2,1.002914429E-2,9.833052063E0,9.833123903E0
4.606091467E1,-3.233276367E-2,2.020797729E-2,9.821226654E0,9.821300665E0
4.607092367E1,-2.305206299E-2,9.879455566E-3,9.825417938E0,9.825449947E0
4.608093367E1,-2.574645996E-2,-1.496887207E-4,9.833501129E0,9.833534835E0
4.609094367E1,-2.978805542E-2,4.790039062E-3,9.828112335E0,9.828158645E0
4.610095267E1,-2.484832764E-2,5.837860107E-3,9.835297394E0,9.835330515E0
4.611096267E1,-3.173400879E-2,1.287322998E-2,9.833351440E0,9.833411072E0
4.612097267E1,-3.607498169E-2,1.541793823E-2,9.824070740E0,9.824149073E0
4.613098267E1,-2.829116821E-2,7.933502197E-3,9.830507355E0,9.830551265E0
4.614099167E1,-3.323089600E-2,1.841171265E-2,9.814490662E0,9.814564190E0
4.615100167E1,-3.382965088E-2,2.050735474E-2,9.826166382E0,9.826246016E0
4.616101167E1,-3.727249146E-2,1.646575928E-2,9.843829651E0,9.843913986E0
4.617102167E1,-2.125579834E-2,1.032852173E-2,9.827214203E0,9.827242618E0
4.618103167E1,-2.514770508E-2,8.831634521E-3,9.822873230E0,9.822909391E0
4.619104067E1,-2.484832764E-2,8.532257080E-3,9.831255798E0,9.831290903E0
4.620104967E1,-3.113525391E-2,8.831634521E-3,9.836494904E0,9.836548144E0
4.621105967E1,-2.784210205E-2,1.032852173E-2,9.835746460E0,9.835791289E0
4.622106967E1,-3.697311401E-2,2.395019531E-2,9.833950195E0,9.834048864E0
4.623107967E1,-3.128494263E-2,1.466949463E-2,9.832303619E0,9.832364334E0
4.624109067E1,-3.727249146E-2,1.182540894E-2,9.826316071E0,9.826393876E0
4.625110067E1,-3.652404785E-2,9.131011963E-3,9.829309845E0,9.829381944E0
4.626110967E1,-3.667373657E-2,2.095642090E-2,9.838740234E0,9.838830903E0
4.627111867E1,-2.859054565E-2,8.831634521E-3,9.832902374E0,9.832947906E0
4.628112867E1,-3.098556519E-2,1.826202393E-2,9.830806732E0,9.830872525E0
4.629113867E1,-2.948867798E-2,1.736389160E-2,9.838590546E0,9.838650060E0
4.630114867E1,-3.128494263E-2,1.197509766E-2,9.830357666E0,9.830414742E0
4.631115767E1,-3.353027344E-2,1.811233521E-2,9.826316071E0,9.826389971E0
4.632116767E1,-3.293151855E-2,2.125579834E-2,9.842632141E0,9.842710184E0
4.633117767E1,-3.502716064E-2,2.095642090E-2,9.838141479E0,9.838226153E0
4.634118738E1,-3.847000122E-2,1.541793823E-2,9.825717316E0,9.825804721E0
4.635119737E1,-2.724334717E-2,1.886077881E-2,9.825867004E0,9.825922874E0
4.636120737E1,-3.038681030E-2,1.392105103E-2,9.829459534E0,9.829516360E0
